,Scores,mean_test_score,std_test_score,sem_test_score,params,round,ranked,roc_auc,accuracy,balanced_accuracy,recall,precision,f1,matthews_corrcoef,Estimator,Training Method,Dataset,Features
10,0.6123724356957946,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7916666666666666,0.7619047619047619,0.7916666666666667,1.0,0.6428571428571429,0.782608695652174,0.6123724356957946,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
11,0.7156264473321343,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8611111111111112,0.8571428571428571,0.8611111111111112,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.7156264473321343,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
12,0.8055555555555556,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9027777777777776,0.9047619047619048,0.9027777777777776,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8055555555555556,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
13,0.7181818181818181,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8590909090909091,0.8571428571428571,0.8590909090909091,0.8181818181818182,0.9,0.8571428571428571,0.7181818181818181,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
14,0.6153846153846154,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8076923076923077,0.7619047619047619,0.8076923076923077,1.0,0.6153846153846154,0.7619047619047619,0.6153846153846154,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
15,0.674199862463242,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8181818181818181,0.8095238095238095,0.8181818181818181,1.0,0.7142857142857143,0.8333333333333334,0.674199862463242,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
16,0.2282177322938192,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6388888888888888,0.3809523809523809,0.6388888888888888,1.0,0.1875,0.3157894736842105,0.2282177322938192,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
17,0.7181818181818181,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.859090909090909,0.8571428571428571,0.8590909090909091,0.9,0.8181818181818182,0.8571428571428571,0.7181818181818181,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
18,0.1666666666666666,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.5833333333333334,0.4761904761904761,0.5833333333333334,0.3333333333333333,0.8333333333333334,0.4761904761904761,0.1666666666666666,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
19,0.9082951062292476,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.95,0.9523809523809524,0.95,1.0,0.9166666666666666,0.9565217391304348,0.9082951062292476,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
20,0.8055555555555556,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9027777777777776,0.9047619047619048,0.9027777777777776,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8055555555555556,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
21,0.4403855060505442,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7181818181818183,0.7142857142857143,0.7181818181818183,0.8,0.6666666666666666,0.7272727272727273,0.4403855060505442,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
22,0.2581988897471611,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6,0.4285714285714285,0.6,0.2,1.0,0.3333333333333333,0.2581988897471611,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
23,0.7479575920067657,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8846153846153846,0.8571428571428571,0.8846153846153846,1.0,0.7272727272727273,0.8421052631578947,0.7479575920067657,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
24,0.2236067977499789,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6071428571428572,0.5238095238095238,0.6071428571428571,0.3571428571428571,0.8333333333333334,0.5,0.2236067977499789,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
25,0.2196862127798681,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.5863636363636363,0.5714285714285714,0.5863636363636364,0.9,0.5294117647058824,0.6666666666666666,0.2196862127798681,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
26,0.6330541649476573,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8194444444444443,0.8095238095238095,0.8194444444444444,0.75,0.9,0.8181818181818182,0.6330541649476573,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
27,0.3805211953235952,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6538461538461539,0.5714285714285714,0.6538461538461539,0.3076923076923077,1.0,0.4705882352941176,0.3805211953235952,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
28,0.6153846153846154,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8076923076923077,0.7619047619047619,0.8076923076923077,1.0,0.6153846153846154,0.7619047619047619,0.6153846153846154,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
29,0.4200840252084029,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6666666666666667,0.6190476190476191,0.6666666666666666,1.0,0.5294117647058824,0.6923076923076923,0.4200840252084029,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
30,0.6181818181818182,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8090909090909092,0.8095238095238095,0.8090909090909091,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6181818181818182,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
31,0.4385290096535146,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.75,0.6190476190476191,0.75,1.0,0.3846153846153846,0.5555555555555556,0.4385290096535146,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
32,0.6793662204867574,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8333333333333334,0.8095238095238095,0.8333333333333333,1.0,0.6923076923076923,0.8181818181818182,0.6793662204867574,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
33,0.75,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.875,0.8571428571428571,0.875,1.0,0.75,0.8571428571428571,0.75,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
34,0.8055555555555556,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9027777777777776,0.9047619047619048,0.9027777777777776,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8055555555555556,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
35,0.4961389383568338,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7307692307692308,0.6666666666666666,0.7307692307692308,1.0,0.5333333333333333,0.6956521739130435,0.4961389383568338,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
36,0.6123724356957946,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7916666666666666,0.7619047619047619,0.7916666666666667,1.0,0.6428571428571429,0.782608695652174,0.6123724356957946,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
37,0.674199862463242,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8181818181818181,0.8095238095238095,0.8181818181818181,1.0,0.7142857142857143,0.8333333333333334,0.674199862463242,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
38,0.8257228238447705,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9090909090909092,0.9047619047619048,0.9090909090909092,0.8181818181818182,1.0,0.9,0.8257228238447705,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
39,0.7416198487095663,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.85,0.8571428571428571,0.85,1.0,0.7857142857142857,0.88,0.7416198487095663,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
40,0.5,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.75,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,0.5,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
41,0.4841229182759271,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7083333333333333,0.6666666666666666,0.7083333333333334,1.0,0.5625,0.72,0.4841229182759271,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
42,0.6793662204867574,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8333333333333333,0.8095238095238095,0.8333333333333333,0.6666666666666666,1.0,0.8,0.6793662204867574,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
43,0.8090909090909091,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9045454545454544,0.9047619047619048,0.9045454545454544,0.9,0.9,0.9,0.8090909090909091,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
44,0.8257228238447705,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9090909090909092,0.9047619047619048,0.9090909090909092,1.0,0.8333333333333334,0.9090909090909092,0.8257228238447705,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
45,0.6793662204867574,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8333333333333333,0.8095238095238095,0.8333333333333333,0.6666666666666666,1.0,0.8,0.6793662204867574,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
46,0.4166666666666667,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7083333333333334,0.7142857142857143,0.7083333333333333,0.75,0.75,0.75,0.4166666666666667,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
47,0.3805211953235952,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6538461538461539,0.5714285714285714,0.6538461538461539,1.0,0.4705882352941176,0.64,0.3805211953235952,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
48,0.3466876226407682,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6682692307692308,0.6190476190476191,0.6682692307692308,0.4615384615384615,0.8571428571428571,0.6,0.3466876226407682,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
49,0.4812177395114532,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7361111111111109,0.7142857142857143,0.7361111111111112,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.4812177395114532,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
50,0.4166666666666667,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7083333333333334,0.7142857142857143,0.7083333333333333,0.75,0.75,0.75,0.4166666666666667,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
51,0.7076731463403724,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8472222222222222,0.8571428571428571,0.8472222222222222,0.9166666666666666,0.8461538461538461,0.88,0.7076731463403724,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
52,0.8227533512074423,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9230769230769232,0.9047619047619048,0.9230769230769232,1.0,0.8,0.8888888888888888,0.8227533512074423,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
53,0.7479575920067657,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8846153846153846,0.8571428571428571,0.8846153846153846,1.0,0.7272727272727273,0.8421052631578947,0.7479575920067657,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
54,0.7479575920067657,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8636363636363636,0.8571428571428571,0.8636363636363636,1.0,0.7692307692307693,0.8695652173913043,0.7479575920067657,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
55,0.4472135954999579,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7142857142857143,0.6190476190476191,0.7142857142857143,1.0,0.4666666666666667,0.6363636363636364,0.4472135954999579,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
56,0.4624972900628803,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6818181818181819,0.6666666666666666,0.6818181818181819,1.0,0.5882352941176471,0.7407407407407407,0.4624972900628803,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
57,0.5547001962252291,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7692307692307692,0.7142857142857143,0.7692307692307692,0.5384615384615384,1.0,0.7,0.5547001962252291,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
58,0.6181818181818182,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8090909090909091,0.8095238095238095,0.8090909090909091,0.8,0.8,0.8,0.6181818181818182,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
59,0.5229577884350213,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.759090909090909,0.7619047619047619,0.759090909090909,0.8181818181818182,0.75,0.782608695652174,0.5229577884350213,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
60,0.3113761843897638,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6586538461538461,0.6666666666666666,0.6586538461538461,0.6923076923076923,0.75,0.72,0.3113761843897638,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
61,0.3429971702850177,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6428571428571428,0.5238095238095238,0.6428571428571428,0.2857142857142857,1.0,0.4444444444444444,0.3429971702850177,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
62,0.7479575920067657,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8636363636363636,0.8571428571428571,0.8636363636363636,1.0,0.7692307692307693,0.8695652173913043,0.7479575920067657,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
63,0.3805211953235952,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6538461538461539,0.5714285714285714,0.6538461538461539,1.0,0.4705882352941176,0.64,0.3805211953235952,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
64,0.7416198487095663,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.85,0.8571428571428571,0.85,0.7,1.0,0.8235294117647058,0.7416198487095663,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
65,0.2236067977499789,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6071428571428572,0.5238095238095238,0.6071428571428571,0.3571428571428571,0.8333333333333334,0.5,0.2236067977499789,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
66,0.8090909090909091,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9045454545454544,0.9047619047619048,0.9045454545454544,0.9,0.9,0.9,0.8090909090909091,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
67,0.6153846153846154,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8076923076923077,0.7619047619047619,0.8076923076923077,1.0,0.6153846153846154,0.7619047619047619,0.6153846153846154,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
68,0.7156264473321343,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8611111111111112,0.8571428571428571,0.8611111111111112,0.8888888888888888,0.8,0.8421052631578947,0.7156264473321343,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
69,0.7479575920067657,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8636363636363636,0.8571428571428571,0.8636363636363636,1.0,0.7692307692307693,0.8695652173913043,0.7479575920067657,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
70,0.6153846153846154,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8076923076923077,0.7619047619047619,0.8076923076923077,1.0,0.6153846153846154,0.7619047619047619,0.6153846153846154,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
71,0.6793662204867574,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8333333333333334,0.8095238095238095,0.8333333333333333,1.0,0.6923076923076923,0.8181818181818182,0.6793662204867574,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
72,0.3466876226407682,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6682692307692308,0.6190476190476191,0.6682692307692308,0.4615384615384615,0.8571428571428571,0.6,0.3466876226407682,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
73,0.5095246653650681,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7500000000000002,0.7619047619047619,0.75,0.8333333333333334,0.7692307692307693,0.8,0.5095246653650681,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
74,0.2581988897471611,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6,0.4285714285714285,0.6,0.2,1.0,0.3333333333333333,0.2581988897471611,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
75,0.75,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.875,0.8571428571428571,0.875,1.0,0.75,0.8571428571428571,0.75,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
76,0.4200840252084029,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6666666666666667,0.6190476190476191,0.6666666666666666,1.0,0.5294117647058824,0.6923076923076923,0.4200840252084029,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
77,0.3466876226407682,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6682692307692308,0.6190476190476191,0.6682692307692308,0.875,0.5,0.6363636363636364,0.3466876226407682,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
78,0.2545139051903111,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.5769230769230769,0.4761904761904761,0.5769230769230769,0.1538461538461538,1.0,0.2666666666666666,0.2545139051903111,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
79,0.0857492925712544,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.5357142857142857,0.4285714285714285,0.5357142857142857,0.2142857142857142,0.75,0.3333333333333333,0.0857492925712544,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
80,0.6793662204867574,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8333333333333334,0.8095238095238095,0.8333333333333333,1.0,0.6923076923076923,0.8181818181818182,0.6793662204867574,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
81,0.6330541649476573,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8194444444444443,0.8095238095238095,0.8194444444444444,0.75,0.9,0.8181818181818182,0.6330541649476573,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
82,0.6633249580710799,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8,0.8095238095238095,0.8,1.0,0.7333333333333333,0.8461538461538461,0.6633249580710799,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
83,0.4961389383568338,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7307692307692308,0.6666666666666666,0.7307692307692308,0.4615384615384615,1.0,0.631578947368421,0.4961389383568338,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
84,0.4961389383568338,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7307692307692308,0.6666666666666666,0.7307692307692308,1.0,0.5333333333333333,0.6956521739130435,0.4961389383568338,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
85,0.6330541649476573,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8194444444444443,0.8095238095238095,0.8194444444444444,0.75,0.9,0.8181818181818182,0.6330541649476573,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
86,0.5,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.75,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,0.5,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
87,0.5547001962252291,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7857142857142857,0.7142857142857143,0.7857142857142857,1.0,0.5384615384615384,0.7,0.5547001962252291,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
88,0.6123724356957946,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7916666666666667,0.7619047619047619,0.7916666666666667,0.5833333333333334,1.0,0.7368421052631579,0.6123724356957946,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
89,0.4961389383568338,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7307692307692308,0.6666666666666666,0.7307692307692308,1.0,0.5333333333333333,0.6956521739130435,0.4961389383568338,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
90,0.9082951062292476,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.9583333333333331,0.9523809523809524,0.9583333333333331,1.0,0.9,0.9473684210526316,0.9082951062292476,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
91,0.6264144833056663,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8221153846153845,0.8095238095238095,0.8221153846153846,0.875,0.7,0.7777777777777778,0.6264144833056663,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
92,0.6264144833056663,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.8045454545454546,0.8095238095238095,0.8045454545454545,0.9090909090909092,0.7692307692307693,0.8333333333333334,0.6264144833056663,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
93,0.2581988897471611,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.6,0.4285714285714285,0.6,0.2,1.0,0.3333333333333333,0.2581988897471611,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
94,0.5547001962252291,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7857142857142857,0.7142857142857143,0.7857142857142857,1.0,0.5384615384615384,0.7,0.5547001962252291,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
95,0.5516187241049897,0.5644295932107659,0.1885946907920648,0.0188594690792064,,bootstrap,1,0.7681818181818182,0.7619047619047619,0.7681818181818182,0.6363636363636364,0.875,0.7368421052631579,0.5516187241049897,ElasticNet,validation_score,data/gastric_cancer.csv,"['M8', 'M18', 'M32']"
